user_id,first_session_hour,first_session_day_of_week,first_session_weekend,first_session_holiday,first_session_is_sports,first_session_account_age,first_session_user_age,first_session_bonus_used,first_session_bet_amount,first_session_win_amount,first_session_net_result,first_session_won,first_session_length,first_session_games_played,first_session_deposited,first_session_deposit_amount,first_session_withdrew,total_sessions,total_time_played,avg_session_length,std_session_length,max_session_length,min_session_length,total_games_played,avg_games_per_session,std_games_per_session,max_games_per_session,avg_session_gap_hours,std_session_gap_hours,max_session_gap_hours,min_session_gap_hours,preferred_hour,preferred_day,weekend_ratio,holiday_ratio,game_type_diversity,device_diversity,total_bonuses_used,bonus_usage_rate,active_days,sessions_per_day,total_bet_amount,avg_bet_amount,std_bet_amount,max_bet_amount,min_bet_amount,total_win_amount,avg_win_amount,max_win_amount,total_net_result,avg_net_result,std_net_result,max_net_result,min_net_result,total_deposits,deposit_count,avg_deposit_amount,total_withdrawals,withdrawal_count,lifetime_deposits,lifetime_bets,lifetime_avg_bet_size,net_deposits,win_rate,return_on_bets,deposit_to_bet_ratio,winning_session_rate,mobile_ratio,night_owl_ratio,sports_betting_ratio,uses_crypto,payment_method_diversity,campaign_diversity,bet_amount_trend,session_length_trend,games_played_trend,bet_amount_decay,session_length_decay,session_gap_trend,target,first_session_vip_tier_encoded,first_session_device_mobile,first_session_device_tablet,first_session_game_type_casino_slots,first_session_game_type_live_dealer,first_session_game_type_poker,first_session_game_type_roulette,first_session_game_type_sports_betting,first_session_game_type_unknown,first_session_campaign_free_spins,first_session_campaign_none,first_session_campaign_reload_bonus,first_session_campaign_welcome_bonus,primary_device_mobile,primary_device_tablet,favorite_game_type_casino_slots,favorite_game_type_live_dealer,favorite_game_type_poker,favorite_game_type_roulette,favorite_game_type_sports_betting,favorite_game_type_unknown,first_session_country_encoded,first_session_payment_method_encoded,primary_payment_method_encoded,first_session_hour_sin,first_session_hour_cos,preferred_hour_sin,preferred_hour_cos,first_session_dow_sin,first_session_dow_cos,preferred_day_sin,preferred_day_cos
user_000014,2,2,0,0,0,11,22.0,0,116.8,0.0,-116.8,0,119,39,1,13041.78,0,9,1193,132.55555555555554,107.70458568592973,373,30,394,43.77777777777778,35.9783885748715,124,-1.375,3.50255009141299,0.0,-10.0,11,0,0.2222222222222222,0.0,4,3,5,0.5555555555555556,7,1.2857142857142858,108530.2,12058.91111111111,20187.806158769115,62131.15,116.8,207223.69,23024.854444444445,184525.18,98693.49,10965.943333333335,42531.38923927274,122394.03,-22436.48,90157.63,8,10017.514444444445,2458.14,1,90157.63,394,12058.91,87699.49,1.9093643059719785,0.9093643059719784,0.830714676652213,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,1,1,5,3837.6359999999995,-19.433333333333334,-6.483333333333333,15.374245768947757,0.622354694485842,0.10714285714285714,1,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.6858974358974359,0.6846153846153846,0.6868327402135231,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.0,1.0
user_000015,9,4,0,1,0,11,24.0,0,220.02,0.0,-220.02,0,75,25,0,0.0,0,7,970,138.57142857142858,82.9294019891963,287,31,321,45.857142857142854,27.534394076188732,95,0.0,0.0,0.0,0.0,22,2,0.14285714285714285,0.14285714285714285,3,2,2,0.2857142857142857,9,0.7777777777777778,75336.20999999999,10762.315714285713,20751.697287065344,57016.34,220.02,173954.65000000002,24850.66428571429,140162.17,98618.44,14088.348571428573,31672.455038691707,83145.83,-3176.16,46722.049999999996,6,6674.578571428571,944.14,1,46722.05,321,10762.32,45777.909999999996,2.3090443493241835,1.309044349324183,0.6201805214252217,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,0,1,3,6916.191071428571,6.857142857142856,2.214285714285714,35.96188282534257,1.1011450381679388,0.0,1,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.6938775510204082,0.705685618729097,0.7190635451505016,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.9749279121818236,-0.22252093395631434
user_000016,18,4,0,0,0,9,38.0,1,389.59,583.23,193.64,1,77,25,1,4557.83,0,13,2090,160.76923076923077,117.33509978274037,488,31,692,53.23076923076923,39.028096388272736,162,0.0,0.0,0.0,0.0,14,0,0.23076923076923078,0.0,4,3,8,0.6153846153846154,12,1.0833333333333333,748051.9299999999,57542.45615384615,112055.46122262355,314940.43,389.59,133102.59999999998,10238.661538461536,75446.54,-614949.33,-47303.79461538461,117132.72707669808,36565.77,-314940.43,85445.13,12,6572.702307692308,11519.03,3,85445.13,692,57542.46,73926.1,0.17793229943274125,-0.8220677005672588,0.1142235272356025,0.38461538461538464,0.46153846153846156,0.23076923076923078,0.3076923076923077,0,3,5,-6602.351703296702,-0.6483516483516484,-0.203296703296703,0.15799991131687888,1.280600068189567,0.0,1,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0.7183098591549296,0.705685618729097,0.7190635451505016,-1.0,-1.8369701987210297e-16,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.0,1.0
user_000017,12,6,1,0,1,2,32.0,0,151.69,204.66,52.97,1,231,77,1,4531.72,0,9,1925,213.88888888888889,89.5271529264229,382,78,639,71.0,29.824486584013478,127,-1.0,2.8284271247461903,0.0,-8.0,1,6,0.5555555555555556,0.1111111111111111,4,3,3,0.3333333333333333,7,1.2857142857142858,1610648.79,178960.97666666668,271205.4059450752,740071.64,151.69,114535.37000000001,12726.152222222223,62378.73,-1496113.4200000002,-166234.82444444447,280536.6685527164,38210.54,-740071.64,85784.75,7,9531.638888888889,0.0,0,85784.75,594,163897.22,85784.75,0.07111132526911718,-0.9288886747308829,0.05326099056020773,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,5,49375.495833333334,1.7,0.5166666666666667,48.697447260163734,0.8793893129770992,-0.47619047619047616,1,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7414965986394558,0.705685618729097,0.7190635451505016,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
user_000019,12,3,0,0,0,6,34.0,0,274.33,0.0,-274.33,0,45,15,1,15535.94,0,10,1672,167.2,90.38780645394354,306,45,555,55.5,30.11551833265442,102,0.0,0.0,0.0,0.0,8,3,0.2,0.1,4,3,3,0.3,7,1.4285714285714286,1398704.24,139870.424,281376.2992457863,872489.59,274.33,1331465.36,133146.53600000002,1180348.32,-67238.88000000003,-6723.888000000004,162559.72855712188,307858.73,-373269.07,110855.38,9,11085.538,8379.99,3,110855.38,555,139870.42,102475.39,0.9519277356305148,-0.048072264369485314,0.07925576889650382,0.4,0.2,0.2,0.1,1,4,5,21258.597575757576,-5.624242424242425,-1.8727272727272728,2.3057446729209894,0.8193688792165397,0.0,1,4,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.7183098591549296,0.6862068965517242,0.6868327402135231,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.43388373911755823,-0.900968867902419
user_000020,4,6,1,0,0,9,28.0,1,237.77,567.32,329.55,1,235,78,1,26144.21,0,4,812,203.0,73.33484846919642,253,94,269,67.25,24.404576073624664,84,0.0,0.0,0.0,0.0,4,6,0.75,0.25,3,2,1,0.25,2,2.0,722929.2100000001,180732.30250000002,353890.8941803888,711545.92,237.77,1284607.33,321151.8325,1274474.08,561678.12,140419.53,281678.71890129166,562928.16,-3004.54,58429.79,4,14607.4475,0.0,0,58429.79,269,180732.3,58429.79,1.7769476073597856,0.7769476073597855,0.08082366736848272,0.75,0.0,0.5,0.0,0,2,3,212878.80100000004,-17.4,-5.9,85.2812722661495,0.6639344262295082,0.0,1,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.7272727272727273,0.6862068965517242,0.6764705882352942,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
user_000022,20,4,0,0,0,5,42.0,1,130.77,0.0,-130.77,0,92,30,0,0.0,0,9,999,111.0,38.36665218650177,157,56,329,36.55555555555556,12.856040517117927,52,0.0,0.0,0.0,0.0,20,4,0.5555555555555556,0.0,3,3,2,0.2222222222222222,9,1.0,6378.99,708.7766666666666,401.68575304583555,1170.87,130.77,3711.85,412.42777777777775,2359.09,-2667.14,-296.3488888888889,866.1161258809993,1432.76,-1170.87,14173.099999999999,6,1574.7888888888888,0.0,0,14173.1,329,708.78,14173.099999999999,0.5818867877203131,-0.4181132122796869,2.221840761625273,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.0,0,3,5,101.21600000000001,11.583333333333334,3.8666666666666667,2.327626635614256,1.803257328990228,0.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.6,0.6655518394648829,0.6677740863787376,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.433883739117558,-0.9009688679024191
user_000023,16,0,0,0,1,17,45.0,0,60.16,0.0,-60.16,0,224,74,0,0.0,0,8,958,119.75,58.30155597041496,224,56,316,39.5,19.464252948858398,74,0.0,0.0,0.0,0.0,16,0,0.125,0.0,4,3,0,0.0,29,0.27586206896551724,4735.469999999999,591.9337499999999,1002.5409490737238,3063.87,60.16,2303.11,287.88875,850.63,-2432.3599999999997,-304.04499999999996,1154.1993443199365,557.04,-3063.87,1027.49,1,128.43625,2676.09,2,1027.49,316,591.93,-1648.6000000000001,0.48635299136094207,-0.513647008639058,0.2169774066776899,0.5,0.375,0.125,0.375,0,2,3,-146.63297619047617,-4.523809523809524,-1.4761904761904763,0.3158944832396413,0.7773654916512059,0.0,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,0.7414965986394558,0.705685618729097,0.7190635451505016,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,1.0
user_000024,0,4,0,0,1,24,27.0,0,1552.82,4159.98,2607.16,1,139,46,0,0.0,0,10,1090,109.0,95.08008320475021,320,6,360,36.0,31.566508271337906,106,0.0,0.0,0.0,0.0,7,5,0.5,0.0,3,3,1,0.1,17,0.5882352941176471,58224.39,5822.439,8925.338370078065,24399.3,196.54,14787.56,1478.7559999999999,8081.35,-43436.83,-4343.683,9917.668966268737,4913.03,-24399.3,16735.02,9,1673.502,1657.87,2,16735.02,360,5822.44,15077.150000000001,0.2539753529405804,-0.7460246470594196,0.2874228480538826,0.5,0.3,0.5,0.3,1,3,5,807.8849090909092,10.121212121212121,3.3696969696969696,0.9656270762100762,1.5890736342042757,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.6858974358974359,0.6862068965517242,0.6764705882352942,0.0,1.0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.9749279121818236,-0.2225209339563146
user_000025,20,2,0,0,0,24,38.0,1,1645.46,0.0,-1645.46,0,106,35,0,0.0,0,9,1194,132.66666666666666,53.25176053427717,229,39,395,43.888888888888886,17.65958977754328,76,0.0,0.0,0.0,0.0,7,0,0.0,0.1111111111111111,4,3,3,0.3333333333333333,33,0.2727272727272727,14399.26,1599.9177777777777,1142.939487098702,4055.24,208.6,17934.11,1992.6788888888889,6080.56,3534.8500000000004,392.7611111111112,2277.0807461278378,4037.79,-4055.24,15043.650000000001,7,1671.5166666666669,1913.5900000000001,2,15043.65,395,1599.92,13130.060000000001,1.245488309815921,0.24548830981592112,1.0447516052908274,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,1,3,4,-33.17249999999999,-0.16666666666666669,-0.08333333333333334,0.7055432192834448,0.8384219554030875,0.0,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6444444444444445,0.705685618729097,0.7190635451505016,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0,1.0
user_000026,5,2,0,0,0,9,45.0,1,2515.41,4170.56,1655.15,1,110,36,1,3002.35,0,12,1114,92.83333333333333,75.40054657787584,310,25,367,30.583333333333332,25.14126753633025,103,-0.09090909090909091,0.30151134457776363,0.0,-1.0,5,0,0.16666666666666666,0.08333333333333333,4,3,4,0.3333333333333333,31,0.3870967741935484,70959.32,5913.276666666668,11389.92538507393,36704.44,111.95,4414.370000000001,367.86416666666673,4170.56,-66544.95,-5545.412499999999,11575.971920951468,1655.15,-36704.44,20530.510000000002,9,1710.8758333333335,426.23,1,20530.51,367,5913.28,20104.280000000002,0.06220986897845132,-0.9377901310215485,0.2893278853292281,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.16666666666666666,0,3,5,697.3204195804196,8.86013986013986,2.9825174825174825,1.8206601823191095,1.658711217183771,0.045454545454545456,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.6,0.705685618729097,0.7190635451505016,0.9659258262890683,0.25881904510252074,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.0,1.0
user_000027,0,5,1,0,0,19,31.0,1,154.04,372.99,218.95,1,131,43,1,4929.94,1,12,1637,136.41666666666666,67.25319638680695,286,6,542,45.166666666666664,22.339664412443756,95,-0.09090909090909091,0.30151134457776363,0.0,-1.0,9,5,0.4166666666666667,0.0,4,3,6,0.5,34,0.35294117647058826,179977.79,14998.149166666668,32705.72305401678,114737.0,154.04,58650.47,4887.5391666666665,52524.15,-121327.32,-10110.61,35271.20135587905,30481.2,-114737.0,30983.989999999998,9,2581.9991666666665,2664.7700000000004,2,30983.99,542,14998.15,28319.219999999998,0.3258761539409946,-0.6741238460590054,0.17215451973268478,0.4166666666666667,0.25,0.25,0.25,1,3,4,-526.7184265734264,-0.17132867132867174,-0.07692307692307702,0.45938153508583435,0.7195378151260505,-0.00909090909090909,1,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.6518518518518519,0.6655518394648829,0.6677740863787376,0.0,1.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
user_000028,7,4,0,0,0,10,49.0,0,76.23,96.39,20.16,1,177,59,0,0.0,0,6,767,127.83333333333333,46.95281319225363,182,66,254,42.333333333333336,15.629032812898776,60,0.0,0.0,0.0,0.0,0,4,0.5,0.0,4,3,3,0.5,3,2.0,4686.2699999999995,781.045,686.8467341918429,1526.56,76.23,96.39,16.065,96.39,-4589.88,-764.98,707.4473752584004,20.16,-1526.56,11248.400000000001,5,1874.7333333333336,891.79,1,11248.4,254,781.04,10356.61,0.020568597199905257,-0.9794314028000949,2.400288502369689,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,4,337.55914285714283,-13.400000000000002,-4.3999999999999995,8.720535158680772,0.7235955056179775,0.0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0.6666666666666666,0.6655518394648829,0.6677740863787376,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.433883739117558,-0.9009688679024191
