user_id,total_sessions,first_session,last_session,total_bet,avg_bet,max_bet,total_win,avg_win,total_net_result,avg_net_result,total_deposits,total_withdrawals,total_time_played,avg_session_length,total_games,avg_games_per_session,account_age_days,vip_tier,country,primary_device,churn
user_000014,9,2023-09-06 02:02:47.308275+00:00,2023-09-12 11:36:50.045945+00:00,108530.2,12058.91111111111,62131.15,207223.69,23024.854444444445,98693.49,10965.943333333335,90157.63,2458.14,1193,132.55555555555554,394,43.77777777777778,17,diamond,UK,desktop,0
user_000015,7,2024-11-08 09:35:10.452029+00:00,2024-11-16 14:34:22.291129+00:00,75336.20999999999,10762.315714285713,57016.34,173954.65000000002,24850.66428571429,98618.44,14088.348571428573,46722.049999999996,944.14,970,138.57142857142858,321,45.857142857142854,19,platinum,US,mobile,0
user_000016,13,2023-11-17 18:31:11.490661+00:00,2023-11-29 14:17:30.719959+00:00,748051.9299999999,57542.45615384615,314940.43,133102.59999999998,10238.661538461536,-614949.33,-47303.79461538461,85445.13,11519.03,2090,160.76923076923077,692,53.23076923076923,20,diamond,BR,mobile,0
user_000017,9,2024-09-15 12:16:26.376163+00:00,2024-09-22 11:39:47.336924+00:00,1610648.79,178960.97666666668,740071.64,114535.37000000001,12726.152222222223,-1496113.4200000002,-166234.82444444447,85784.75,0.0,1925,213.88888888888889,639,71.0,9,diamond,FR,desktop,0
user_000019,10,2023-08-24 12:53:57.497026+00:00,2023-08-31 10:19:54.623014+00:00,1398704.24,139870.424,872489.59,1331465.36,133146.53600000002,-67238.88000000003,-6723.888000000004,110855.38,8379.99,1672,167.2,555,55.5,13,diamond,BR,tablet,0
user_000020,4,2024-12-15 04:38:18.634559+00:00,2024-12-16 05:42:34.318809+00:00,722929.2100000001,180732.30250000002,711545.92,1284607.33,321151.8325,561678.12,140419.53,58429.79,0.0,812,203.0,269,67.25,10,diamond,,desktop,0
user_000022,9,2023-12-22 20:38:18.089487+00:00,2023-12-31 19:17:48.426496+00:00,6378.99,708.7766666666666,1170.87,3711.85,412.42777777777775,-2667.14,-296.3488888888889,14173.099999999999,0.0,999,111.0,329,36.55555555555556,14,platinum,CA,mobile,0
user_000023,8,2024-06-03 16:46:54.075650+00:00,2024-07-02 09:54:06.727169+00:00,4735.469999999999,591.9337499999999,3063.87,2303.11,287.88875,-2432.3599999999997,-304.04499999999996,1027.49,2676.09,958,119.75,316,39.5,46,silver,FR,tablet,0
user_000024,10,2024-12-06 00:19:21.624988+00:00,2024-12-22 22:13:05.654436+00:00,58224.39,5822.439,24399.3,14787.56,1478.7559999999999,-43436.83,-4343.683,16735.02,1657.87,1090,109.0,360,36.0,41,platinum,UK,tablet,0
user_000025,9,2024-01-31 20:04:02.022587+00:00,2024-03-04 13:52:34.783317+00:00,14399.26,1599.9177777777777,4055.24,17934.11,1992.6788888888889,3534.8500000000004,392.7611111111112,15043.650000000001,1913.5900000000001,1194,132.66666666666666,395,43.888888888888886,56,platinum,IT,desktop,0
user_000026,12,2024-06-12 05:35:29.208207+00:00,2024-07-12 16:40:13.763924+00:00,70959.32,5913.276666666668,36704.44,4414.370000000001,367.86416666666673,-66544.95,-5545.412499999999,20530.510000000002,426.23,1114,92.83333333333333,367,30.583333333333332,39,platinum,CA,mobile,0
user_000027,12,2024-05-04 00:27:40.744899+00:00,2024-06-06 05:20:34.365064+00:00,179977.79,14998.149166666668,114737.0,58650.47,4887.5391666666665,-121327.32,-10110.61,30983.989999999998,2664.7700000000004,1637,136.41666666666666,542,45.166666666666664,52,platinum,DE,desktop,0
user_000028,6,2024-01-26 07:03:03.719168+00:00,2024-01-29 00:15:13.540576+00:00,4686.2699999999995,781.045,1526.56,96.39,16.065,-4589.88,-764.98,11248.400000000001,891.79,767,127.83333333333333,254,42.333333333333336,13,platinum,MX,tablet,0
user_000029,10,2024-02-27 19:58:37.781640+00:00,2024-03-15 12:40:23.412362+00:00,27380.56,2738.056,17960.93,60866.2,6086.62,33485.64,3348.564,10104.15,1373.55,1098,109.8,362,36.2,24,platinum,US,mobile,0
user_000030,7,2023-12-16 01:17:15.727271+00:00,2024-01-01 14:30:00.205446+00:00,4278.67,611.2385714285714,1464.84,3586.86,512.4085714285715,-691.81,-98.83,8162.42,0.0,1493,213.28571428571428,494,70.57142857142857,22,gold,AU,tablet,0
user_000031,7,2024-12-03 01:36:00.943834+00:00,2024-12-08 20:18:49.445848+00:00,22998.64,3285.52,14689.11,828.6700000000001,118.38142857142859,-22169.97,-3167.1385714285716,13429.000000000002,443.36,681,97.28571428571429,226,32.285714285714285,17,platinum,FR,tablet,0
user_000032,10,2024-04-26 05:37:04.498333+00:00,2024-05-05 03:12:07.352572+00:00,23797.449999999997,2379.745,17172.42,2836.24,283.62399999999997,-20961.209999999995,-2096.1209999999996,11624.02,0.0,1287,128.7,426,42.6,24,platinum,US,tablet,0
user_000033,6,2024-11-27 06:54:06.214649+00:00,2024-11-30 09:16:01.623622+00:00,4454.7699999999995,742.4616666666666,2559.92,1908.33,318.055,-2546.44,-424.4066666666667,12454.53,1166.67,555,92.5,183,30.5,14,platinum,UK,mobile,0
user_000035,9,2024-01-13 04:15:56.197667+00:00,2024-01-20 21:37:17.898781+00:00,44514.36,4946.04,17320.37,72605.88,8067.320000000001,28091.520000000004,3121.2800000000007,11747.689999999999,3093.2,1360,151.11111111111111,449,49.888888888888886,16,platinum,UK,mobile,0
user_000036,7,2024-04-03 21:58:19.707164+00:00,2024-04-25 04:45:55.847911+00:00,2837.16,405.3085714285714,774.26,2207.66,315.38,-629.5,-89.92857142857143,8966.56,762.89,875,125.0,289,41.285714285714285,45,gold,BR,mobile,0
user_000037,8,2023-10-28 21:07:56.285541+00:00,2023-11-08 15:32:07.682731+00:00,4315.36,539.42,1647.3,3175.07,396.88375,-1140.29,-142.53625,12222.73,1011.74,985,123.125,324,40.5,28,platinum,CA,tablet,0
user_000038,8,2024-01-16 09:30:07.811628+00:00,2024-01-25 14:26:42.044898+00:00,5914.85,739.35625,4551.76,1223.25,152.90625,-4691.6,-586.45,10823.02,1802.92,897,112.125,297,37.125,12,platinum,CA,tablet,0
user_000039,9,2024-07-23 01:22:54.988734+00:00,2024-08-04 05:29:06.178464+00:00,73813.07,8201.452222222222,58685.22,23366.36,2596.262222222222,-50446.71,-5605.19,11436.47,0.0,811,90.11111111111111,267,29.666666666666668,12,platinum,US,tablet,0
user_000041,6,2024-10-24 16:58:28.654705+00:00,2024-11-08 17:59:17.628697+00:00,2831.02,471.83666666666664,906.25,0.0,0.0,-2831.02,-471.83666666666664,10434.58,0.0,750,125.0,248,41.333333333333336,16,platinum,AU,mobile,0
user_000042,8,2024-09-26 18:49:51.810551+00:00,2024-10-27 00:07:25.044683+00:00,26592.309999999998,3324.0387499999997,17259.46,16994.48,2124.31,-9597.829999999998,-1199.7287499999998,16363.02,467.55,790,98.75,261,32.625,42,platinum,FR,tablet,0
user_000043,6,2024-08-08 20:20:01.941719+00:00,2024-08-20 10:00:52.627696+00:00,11948.85,1991.4750000000001,6386.7,15633.09,2605.515,3684.24,614.04,14790.470000000001,2799.45,522,87.0,172,28.666666666666668,21,platinum,DE,desktop,0
user_000044,7,2023-12-11 23:44:13.007134+00:00,2023-12-23 11:41:52.599494+00:00,8157.969999999999,1165.4242857142856,5511.21,4501.14,643.0200000000001,-3656.8300000000004,-522.4042857142857,7780.18,3403.87,848,121.14285714285714,280,40.0,15,gold,CA,desktop,0
user_000045,13,2024-03-16 03:58:25.538409+00:00,2024-04-26 00:32:08.014056+00:00,9059.77,696.9053846153846,1363.62,802.67,61.74384615384615,-8257.1,-635.1615384615385,7649.299999999999,4072.1400000000003,1301,100.07692307692308,430,33.07692307692308,69,gold,MX,mobile,0
user_000046,9,2023-09-02 05:28:36.587889+00:00,2023-09-24 01:06:19.748514+00:00,20716.94,2301.882222222222,11682.64,3268.34,363.1488888888889,-17448.6,-1938.7333333333331,12661.42,1408.33,658,73.11111111111111,214,23.77777777777778,34,platinum,BR,tablet,0
user_000047,1,2024-10-01 18:08:17.396657+00:00,2024-10-01 18:08:17.396657+00:00,180.26,180.26,180.26,309.29,309.29,129.03,129.03,0.0,1590.95,95,95.0,31,31.0,26,bronze,MX,tablet,1
user_000048,5,2024-01-27 10:15:59.619204+00:00,2024-01-30 00:45:07.726582+00:00,3290.16,658.0319999999999,1222.12,1774.2,354.84000000000003,-1515.9599999999998,-303.19199999999995,18478.94,1047.11,801,160.2,265,53.0,26,platinum,DE,desktop,0
user_000049,12,2024-10-10 05:46:25.893536+00:00,2024-10-26 13:27:08.049294+00:00,86778.85999999999,7231.571666666666,49804.63,47080.46,3923.3716666666664,-39698.399999999994,-3308.1999999999994,20348.78,3901.8900000000003,1164,97.0,384,32.0,40,platinum,US,tablet,0
user_000050,3,2024-04-21 10:48:25.599466+00:00,2024-05-01 06:13:12.031134+00:00,1416.83,472.27666666666664,769.7,930.69,310.23,-486.14,-162.04666666666665,3610.44,0.0,380,126.66666666666667,125,41.666666666666664,35,gold,BR,tablet,1
user_000052,5,2024-03-25 09:11:20.458605+00:00,2024-04-05 08:54:02.158248+00:00,3123.98,624.796,1999.83,6874.18,1374.836,3750.2,750.04,8081.279999999999,1253.05,790,158.0,261,52.2,11,gold,AU,desktop,0
user_000054,7,2024-04-20 09:51:40.627811+00:00,2024-05-08 22:08:12.920958+00:00,16636.28,2376.6114285714284,11339.81,22854.730000000003,3264.961428571429,6218.45,888.35,5448.49,4108.209999999999,790,112.85714285714286,261,37.285714285714285,34,gold,BR,mobile,0
user_000055,5,2023-12-04 10:54:01.961755+00:00,2023-12-08 03:36:03.546655+00:00,2577.66,515.5319999999999,1533.46,3452.13,690.426,874.4699999999999,174.89399999999998,11077.18,456.43,731,146.2,242,48.4,15,platinum,BR,mobile,0
user_000056,8,2024-05-16 00:54:38.506934+00:00,2024-05-27 15:42:20.811212+00:00,18134.66,2266.8325,10945.06,4226.389999999999,528.2987499999999,-13908.27,-1738.53375,18115.17,0.0,867,108.375,286,35.75,37,platinum,IT,desktop,0
user_000057,5,2024-12-25 15:53:11.919796+00:00,2024-12-30 23:50:18.284426+00:00,13851.04,2770.208,5814.81,1528.44,305.688,-12322.6,-2464.52,10934.18,639.47,779,155.8,258,51.6,35,platinum,DE,desktop,0
user_000059,14,2023-08-26 17:00:31.833373+00:00,2023-09-16 23:01:08.227348+00:00,16471.6,1176.542857142857,4438.16,17574.05,1255.2892857142856,1102.4500000000003,78.7464285714286,19124.38,0.0,1094,78.14285714285714,360,25.714285714285715,36,platinum,,mobile,0
user_000060,15,2024-05-31 05:17:25.920869+00:00,2024-07-02 19:15:41.498611+00:00,19016.5,1267.7666666666667,6631.58,8236.31,549.0873333333333,-10780.189999999999,-718.6793333333333,33942.18000000001,3842.69,2301,153.4,763,50.86666666666667,43,platinum,ES,mobile,0
user_000061,10,2024-07-17 15:54:42.804845+00:00,2024-08-18 23:07:34.896605+00:00,53227.990000000005,5322.799000000001,49271.41,64957.85,6495.785,11729.86,1172.986,12851.68,3338.63,712,71.2,235,23.5,59,platinum,US,tablet,0
user_000064,11,2024-11-09 21:16:47.058303+00:00,2024-11-30 21:44:37.047840+00:00,10689.16,971.7418181818182,2688.37,8667.58,787.9618181818182,-2021.5800000000002,-183.78,17009.12,1390.61,1066,96.9090909090909,352,32.0,23,platinum,ES,mobile,0
user_000065,7,2023-10-16 22:40:11.085596+00:00,2023-10-24 19:38:15.611365+00:00,6030.530000000001,861.5042857142859,3791.01,1590.3400000000001,227.1914285714286,-4440.1900000000005,-634.3128571428572,4145.630000000001,0.0,841,120.14285714285714,279,39.857142857142854,29,gold,UK,tablet,0
user_000066,10,2024-01-12 04:11:48.635029+00:00,2024-01-28 11:55:12.050061+00:00,10635.55,1063.5549999999998,6939.54,5625.79,562.579,-5009.76,-500.976,7618.639999999999,2080.3999999999996,1121,112.1,369,36.9,34,gold,UK,mobile,0
user_000071,7,2024-05-27 14:37:58.920497+00:00,2024-06-07 15:30:56.647099+00:00,4662.13,666.0185714285715,1354.35,4300.02,614.2885714285715,-362.1099999999999,-51.72999999999998,10760.880000000001,2819.1400000000003,775,110.71428571428571,256,36.57142857142857,33,platinum,CA,desktop,0
user_000072,6,2024-09-09 19:51:52.914790+00:00,2024-09-21 15:35:42.109901+00:00,3580.64,596.7733333333333,2003.78,953.7,158.95000000000002,-2626.9399999999996,-437.82333333333327,2759.16,0.0,439,73.16666666666667,144,24.0,24,gold,DE,mobile,0
user_000073,6,2024-09-01 17:39:27.789260+00:00,2024-09-25 13:11:54.756977+00:00,9957.71,1659.618333333333,7964.51,3661.8500000000004,610.3083333333334,-6295.86,-1049.31,8892.29,987.32,559,93.16666666666667,185,30.833333333333332,42,gold,ES,desktop,0
user_000074,8,2023-08-15 19:30:55.334959+00:00,2023-09-04 10:58:57.076575+00:00,15743.869999999999,1967.9837499999999,5415.92,28142.75,3517.84375,12398.88,1549.86,6451.799999999999,2948.46,621,77.625,204,25.5,29,gold,MX,tablet,0
user_000075,5,2024-11-29 13:37:18.157786+00:00,2024-12-06 09:42:48.648731+00:00,1039.29,207.858,314.86,315.23,63.04600000000001,-724.06,-144.81199999999998,10068.38,1679.01,815,163.0,270,54.0,16,platinum,BR,tablet,0
user_000076,10,2024-10-02 19:32:04.679637+00:00,2024-10-19 18:39:58.382282+00:00,12094.99,1209.499,3712.16,12773.09,1277.309,678.1000000000003,67.81000000000003,17752.94,2695.4700000000003,1194,119.4,395,39.5,36,platinum,AU,mobile,0
user_000077,10,2023-08-17 15:26:22.414874+00:00,2023-09-02 21:28:09.581374+00:00,7341.12,734.112,2075.6,1264.69,126.46900000000001,-6076.43,-607.643,7954.949999999999,2310.95,656,65.6,214,21.4,29,gold,FR,tablet,0
user_000079,7,2024-08-06 07:38:26.590574+00:00,2024-08-10 18:46:11.280753+00:00,3702.76,528.9657142857143,1286.18,2725.77,389.3957142857143,-976.99,-139.57,10925.97,3029.02,1050,150.0,348,49.714285714285715,22,platinum,AU,mobile,0
user_000080,9,2023-10-24 20:11:03.115639+00:00,2023-11-06 04:20:52.281700+00:00,103406.53,11489.614444444444,78599.42,245447.16999999998,27271.907777777775,142040.63999999998,15782.293333333331,17899.52,821.06,722,80.22222222222223,238,26.444444444444443,27,platinum,CA,mobile,0
user_000081,6,2024-12-07 19:02:25.024973+00:00,2024-12-17 01:46:08.027735+00:00,60044.02,10007.336666666666,57480.28,3526.2,587.6999999999999,-56517.82,-9419.636666666667,16733.53,2362.29,731,121.83333333333333,242,40.333333333333336,39,platinum,US,desktop,0
user_000083,9,2023-11-28 09:57:39.378765+00:00,2023-12-09 22:22:19.798042+00:00,22312.25,2479.1388888888887,10250.15,9189.029999999999,1021.0033333333332,-13123.22,-1458.1355555555556,10566.490000000002,1005.08,757,84.11111111111111,250,27.77777777777778,41,platinum,MX,desktop,0
user_000084,6,2024-01-15 22:40:38.517983+00:00,2024-01-21 23:34:53.873464+00:00,7245.650000000001,1207.6083333333333,3918.71,10310.92,1718.4866666666667,3065.2699999999995,510.8783333333333,12262.68,0.0,916,152.66666666666666,304,50.666666666666664,33,platinum,DE,desktop,0
user_000085,14,2024-12-11 17:10:31.185440+00:00,2024-12-29 10:15:02.432080+00:00,106819.79,7629.985,53828.53,123657.73999999999,8832.695714285714,16837.949999999997,1202.7107142857142,16977.809999999998,3570.0999999999995,1635,116.78571428571429,540,38.57142857142857,38,platinum,CA,tablet,0
user_000086,10,2024-10-14 13:53:49.686715+00:00,2024-11-06 14:23:14.834502+00:00,14927.189999999999,1492.7189999999998,9948.58,21644.91,2164.491,6717.72,671.772,12273.82,3725.31,1094,109.4,360,36.0,35,platinum,AU,desktop,0
user_000087,3,2023-10-12 01:20:08.445388+00:00,2023-10-15 10:17:29.543250+00:00,847.8800000000001,282.6266666666667,474.66,1851.1100000000001,617.0366666666667,1003.23,334.41,5555.789999999999,3231.87,215,71.66666666666667,71,23.666666666666668,29,gold,MX,tablet,0
user_000089,7,2024-10-25 10:47:53.280306+00:00,2024-11-01 08:55:46.167185+00:00,4591.52,655.9314285714287,2751.19,2822.42,403.20285714285717,-1769.1,-252.72857142857143,3823.2999999999997,906.77,800,114.28571428571429,265,37.857142857142854,13,gold,ES,desktop,0
user_000092,3,2023-11-10 09:16:38.245610+00:00,2023-11-14 14:27:07.216615+00:00,585.19,195.06333333333336,288.82,0.0,0.0,-585.19,-195.06333333333336,5922.53,0.0,254,84.66666666666667,84,28.0,32,gold,ES,desktop,0
user_000093,5,2024-06-23 06:39:31.093077+00:00,2024-06-29 08:09:56.630247+00:00,3770.49,754.098,1968.77,3404.97,680.9939999999999,-365.51999999999987,-73.10399999999997,3197.05,0.0,308,61.6,100,20.0,31,gold,FR,desktop,0
user_000094,11,2024-06-06 00:36:27.409851+00:00,2024-07-01 12:28:20.590848+00:00,67310.81,6119.164545454545,32042.98,43991.60999999999,3999.2372727272723,-23319.2,-2119.927272727273,11391.879999999997,1667.58,1194,108.54545454545455,393,35.72727272727273,25,platinum,UK,desktop,0
user_000095,9,2024-03-10 14:33:58.079966+00:00,2024-04-01 23:06:22.595207+00:00,5921.83,657.9811111111111,1824.31,6051.7,672.411111111111,129.86999999999995,14.429999999999994,5773.27,0.0,1251,139.0,413,45.888888888888886,32,gold,MX,mobile,0
user_000097,6,2024-12-24 06:00:52.834864+00:00,2024-12-30 20:01:53.469370+00:00,4611.6900000000005,768.6150000000001,2130.92,5814.63,969.105,1202.94,200.49,6438.83,4936.79,436,72.66666666666667,144,24.0,25,gold,UK,mobile,0
user_000098,5,2024-03-08 23:54:21.070530+00:00,2024-03-13 11:15:22.522436+00:00,1656.35,331.27,779.77,1671.04,334.20799999999997,14.690000000000055,2.938000000000011,5565.7,215.05,702,140.4,232,46.4,23,gold,DE,desktop,0
user_000099,6,2023-11-28 09:02:22.984688+00:00,2023-12-22 14:30:11.976175+00:00,19519.879999999997,3253.313333333333,14530.39,10622.42,1770.4033333333334,-8897.46,-1482.9099999999999,11242.36,0.0,803,133.83333333333334,266,44.333333333333336,33,platinum,AU,mobile,0
user_000100,7,2024-11-02 22:16:30.117167+00:00,2024-11-11 11:15:51.309884+00:00,1916.23,273.7471428571429,684.92,189.43,27.06142857142857,-1726.8,-246.68571428571428,3267.07,3258.41,823,117.57142857142857,272,38.857142857142854,18,silver,BR,desktop,0
user_000101,12,2024-09-03 23:25:37.042103+00:00,2024-12-07 19:35:30.832685+00:00,3232.41,269.3675,771.11,3200.87,266.7391666666667,-31.539999999999907,-2.6283333333333254,2199.36,212.21,671,55.916666666666664,218,18.166666666666668,112,gold,FR,mobile,0
user_000102,7,2024-07-18 08:54:11.093484+00:00,2024-08-07 21:41:57.495747+00:00,2535.0299999999997,362.1471428571428,1307.04,848.24,121.17714285714285,-1686.79,-240.97,1244.02,218.33,397,56.714285714285715,130,18.571428571428573,42,silver,MX,mobile,0
user_000103,9,2024-03-22 06:31:12.625540+00:00,2024-04-11 16:31:29.638723+00:00,5817.780000000001,646.4200000000001,3833.19,12182.580000000002,1353.6200000000001,6364.8,707.2,4232.0599999999995,777.4,410,45.55555555555556,133,14.777777777777779,38,gold,CA,tablet,0
user_000104,11,2024-02-20 22:31:48.201616+00:00,2024-03-18 11:15:29.646534+00:00,2620.3900000000003,238.21727272727276,523.2,2068.53,188.04818181818183,-551.8600000000001,-50.16909090909092,3074.45,1859.44,699,63.54545454545455,229,20.818181818181817,45,gold,UK,tablet,0
user_000105,14,2023-11-02 14:40:16.386702+00:00,2024-01-26 18:57:50.536124+00:00,5956.27,425.4478571428572,3833.77,2175.3,155.37857142857143,-3780.97,-270.0692857142857,2246.42,152.61,949,67.78571428571429,311,22.214285714285715,94,gold,FR,mobile,0
user_000106,3,2024-02-10 08:20:12.038545+00:00,2024-02-20 02:10:35.038153+00:00,337.27,112.42333333333333,122.75,312.21000000000004,104.07000000000001,-25.060000000000002,-8.353333333333333,1738.2,0.0,169,56.333333333333336,56,18.666666666666668,34,silver,IT,mobile,0
user_000107,10,2023-11-04 09:14:55.329649+00:00,2023-12-04 04:52:21.732713+00:00,1751.83,175.183,447.31,882.92,88.292,-868.91,-86.89099999999999,661.04,692.83,390,39.0,127,12.7,50,silver,UK,mobile,0
user_000108,9,2024-10-19 00:14:36.859659+00:00,2024-11-15 17:04:31.957319+00:00,2300.05,255.56111111111113,606.2,3625.92,402.88,1325.8700000000001,147.3188888888889,4293.7699999999995,142.26,676,75.11111111111111,223,24.77777777777778,50,gold,US,mobile,0
user_000110,9,2024-05-02 12:04:55.464735+00:00,2024-05-16 21:54:04.575286+00:00,2178.44,242.04888888888888,511.42,3576.1000000000004,397.3444444444445,1397.6599999999999,155.29555555555555,4060.4399999999996,737.75,583,64.77777777777777,192,21.333333333333332,37,gold,DE,desktop,0
user_000111,8,2023-12-17 16:54:39.500267+00:00,2024-01-01 10:06:11.175537+00:00,1961.1299999999999,245.14124999999999,630.8,678.3299999999999,84.79124999999999,-1282.8,-160.35,2156.77,0.0,523,65.375,170,21.25,31,gold,FR,mobile,0
user_000114,13,2023-12-01 21:19:32.619865+00:00,2024-01-13 11:24:05.170924+00:00,2846.2599999999998,218.94307692307692,704.37,1527.8899999999999,117.52999999999999,-1318.3700000000001,-101.41307692307693,2131.68,0.0,416,32.0,135,10.384615384615385,63,gold,AU,desktop,0
user_000115,9,2023-10-26 08:11:02.412054+00:00,2023-11-20 11:38:32.179878+00:00,7591.370000000001,843.4855555555556,5133.8,448.69,49.85444444444445,-7142.68,-793.6311111111112,2937.13,103.41,505,56.111111111111114,165,18.333333333333332,31,gold,CA,desktop,0
user_000116,7,2024-10-09 20:15:55.397267+00:00,2024-11-04 15:42:53.992675+00:00,765.96,109.42285714285715,172.6,731.8900000000001,104.5557142857143,-34.06999999999999,-4.8671428571428565,953.99,0.0,620,88.57142857142857,204,29.142857142857142,40,silver,UK,desktop,0
user_000119,7,2024-06-20 13:15:46.098263+00:00,2024-07-18 21:39:19.671681+00:00,1142.22,163.17428571428573,273.66,595.8199999999999,85.11714285714285,-546.4000000000001,-78.05714285714286,2190.84,1351.27,643,91.85714285714286,212,30.285714285714285,34,gold,UK,tablet,0
user_000120,11,2023-09-13 07:25:23.855846+00:00,2023-10-03 09:21:09.556038+00:00,2159.45,196.31363636363633,346.4,2514.46,228.58727272727273,355.01,32.27363636363636,6139.85,635.95,555,50.45454545454545,182,16.545454545454547,31,gold,UK,tablet,0
user_000121,12,2023-10-29 06:17:36.516183+00:00,2024-02-01 15:49:04.423885+00:00,4656.99,388.0825,1304.8,2778.91,231.57583333333332,-1878.08,-156.50666666666666,3089.16,454.03,679,56.583333333333336,223,18.583333333333332,111,gold,UK,desktop,0
user_000122,11,2024-03-19 13:42:16.122330+00:00,2024-04-26 02:09:49.103656+00:00,2465.71,224.15545454545455,682.01,1781.03,161.91181818181818,-684.68,-62.24363636363636,2603.8500000000004,0.0,657,59.72727272727273,216,19.636363636363637,50,gold,DE,mobile,0
user_000123,8,2024-06-15 16:49:13.576248+00:00,2024-08-05 07:21:59.715801+00:00,1640.03,205.00375,505.37,971.9300000000001,121.49125000000001,-668.1,-83.5125,4648.88,0.0,456,57.0,149,18.625,76,gold,BR,desktop,0
user_000124,5,2023-09-06 05:28:46.221869+00:00,2023-09-12 20:10:12.500008+00:00,726.56,145.31199999999998,268.83,1249.33,249.86599999999999,522.77,104.554,1761.6,0.0,383,76.6,125,25.0,26,silver,US,desktop,0
user_000127,7,2023-12-15 18:57:08.902788+00:00,2024-01-03 21:06:12.916274+00:00,2028.5200000000002,289.78857142857146,1042.13,1001.18,143.0257142857143,-1027.3400000000001,-146.76285714285717,3206.8199999999997,755.62,359,51.285714285714285,117,16.714285714285715,33,gold,AU,mobile,0
user_000129,12,2023-12-29 16:40:05.152875+00:00,2024-02-05 08:30:31.373630+00:00,3072.5,256.0416666666667,866.4,2146.87,178.90583333333333,-925.6299999999999,-77.13583333333332,2524.24,1072.81,721,60.083333333333336,236,19.666666666666668,67,gold,AU,mobile,0
user_000130,7,2024-08-08 03:45:54.259620+00:00,2024-09-02 18:20:20.965584+00:00,2222.37,317.4814285714286,760.87,1213.4099999999999,173.3442857142857,-1008.96,-144.13714285714286,2007.12,533.43,505,72.14285714285714,167,23.857142857142858,46,gold,IT,mobile,0
user_000131,9,2024-10-02 00:04:13.790190+00:00,2024-12-05 14:09:27.023890+00:00,2133.79,237.08777777777777,405.04,3718.76,413.1955555555556,1584.97,176.10777777777778,2974.0600000000004,985.71,513,57.0,166,18.444444444444443,77,gold,BR,mobile,0
user_000132,7,2023-08-13 21:06:01.646579+00:00,2023-08-23 15:45:38.293364+00:00,1632.5,233.21428571428572,613.74,2242.5699999999997,320.3671428571428,610.0699999999999,87.15285714285713,1142.53,1050.9,268,38.285714285714285,86,12.285714285714286,28,silver,IT,mobile,0
